text,label,source
Manufacturing Facility Assessment Toolkit. coronaviruses are a large family of viruses. some coronaviruses cause cold like illnesses in people while others cause illness in certain types of animals such as cattle camels and bats. some coronaviruses such as canine and feline coronaviruses infect only animals and do not infect humans. risk of animals spreading the virus that causes covid-19 to people some coronaviruses that infect animals can be spread to humans and then spread between people but this is rare. this is what happene.,1,CoAID
Previous COVID-19 Forecasts. centers for disease control and prevention. cdc twenty four seven. saving lives protecting people centers for disease control and prevention. cdc twenty four seven. saving lives protecting people.,1,CoAID
List Requirements for Protecting Health Information. cdcs covid-19 infection control assessment and response icar tool was developed to help nursing homes prepare for coronavirus disease 2019 covid-19. nursing homes and other long term care facilities can take steps to assess and improve their preparedness for responding to covid-19. this icar tool should be used as one tool to develop a comprehensive covid-19 response plan. this tool may also contain content relevant for assisted living facilities. health departments can use this tool to as.,1,CoAID
Preguntas frecuentes relativas a la prevención y el control de infecciones asociadas a la atención médica para el COVID-19. centers for disease control and prevention. cdc twenty four seven. saving lives protecting people centers for disease control and prevention. cdc twenty four seven. saving lives protecting people.,1,CoAID
I have recently lost someone I care about. What advice do you have to help me cope?,1,CoAID-Claim
Trump’s Plan to Reopen the Nation. april 17 2020 president trump on thursday revealed a phased and deliberate approach to reopen the nation and its economy giving governors authority to decide how and when to lift social distancing orders designed to curb the coronavirus. trump described his three phase plan as a set of guidelines governors can tailor to fit the diverse needs of their own state. states with very few coronavirus cases might reopen as soon as tomorrow trump said at the daily white house briefing. if yo.,1,CoAID
The coronavirus is Òsimply the common cold.Ó,0,CoAID
"Studies on Hydroxychloroquine Retracted, Early Evidence Lacking. health experts warn experimental drugs have been found to be effective before they re made widely available. getty images the antimalarial drug hydroxychloroquine is being widely promoted as a cure for covid-19 but we still lack good data on its true benefits. some small clinical trials have shown possible benefits. but others have shown the opposite. complicating matters two major studies have been retracted over issues with data. the fda reissued a warning that people should nt tak.",1,CoAID
Testing. two kinds of tests are available for covid-19 tests for current infection viral tests and tests for past infection antibody tests. learn more.,1,CoAID
"New Test for Colon Cancer Under Development. TUESDAY, May 4, 2010 (HealthDay News) -- Noninvasive stool DNA testing can detect two types of colorectal precancers and could play a larger role in colon cancer prevention, say two new studies.

Compared with widely used fecal blood tests, stool DNA testing has higher detection rates for curable stage colorectal cancer and for common precancerous polyps (adenomas), according to the Mayo Clinic-led research teams.

The DNA stool test methods were developed at the Mayo Clinic. Some of the study authors and the Mayo Clinic have a financial interest related to technology used with this research.

The first study found that stool DNA testing detected five out of five cases of colon cancer and four out of five cases of a precancerous lesion called dysplasia in 10 patients with inflammatory bowel disease (IBD).

""This study shows that cancer and precancer in IBD can be detected noninvasively,"" senior investigator Dr. David Ahlquist said in a Mayo news release. ""The 90 percent detection rate by stool DNA testing is remarkable. It's important for people with IBD because they are at much higher risk for colorectal cancer than the general population. Given the limitations of colonoscopies in detecting these lesions, stool DNA testing could play a complementary role to improve the effectiveness of cancer surveillance.""

In the second study, the researchers found that stool DNA testing had a success rate of 71 percent in detecting serrated colorectal polyps, compared to a 7 percent detection rate with fecal blood tests.

Serrated colorectal polyps, which are believed to be the forerunner in about 30 percent of colon cancer cases, can be difficult to detect using most types of colorectal cancer screening. Unlike common polyps, they tend to be flat and the same color as the colon lining.

The studies are slated to be presented on Monday and Tuesday at the annual meeting of the American Gastroenterological Association.

""Detection of these important types of precancer by stool DNA testing offers promise in our efforts to more effectively and affordably prevent colorectal cancer. However, findings from both pilot studies need to be corroborated in larger studies,"" Ahlquist said.

More information

The U.S. National Cancer Institute has more about colorectal cancer screening.",0,FakeHealth-HealthStory
"Travel Bans, Quarantines Don’t Stop COVID-19 Spread, but They Can Delay It. experts say travel restrictions implemented by states are more difficult to enforce than limits placed on travelers from other countries. getty images new york new jersey and connecticut are instituting 14-day quarantines on travelers coming from covid-19 hot spots. experts say quarantines and travel bans can help delay and even perhaps reduce covid-19 transmission but they ca nt prevent the spread of the disease. they note that state restrictions are more difficult to enforce than limi.",1,CoAID
"COVID-19: Surgical masks may help, but not as first line of defense. as the centers for disease control and prevention cdc are changing tack regarding their recommendation to the public about wearing face masks some experts explain how certain masks could help keep the coronavirus at bay. however these should be our last resort they warn. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on th.",1,CoAID
5G generates the coronavirus SARS-CoV-2 in human skin cells.. we use cookies to ensure that we give you best experience on our website. if you continue to use this site we will assume that you are happy with it.,0,CoAID
"""Fact-checking Trump campaign claim on Biden’s 2009 swine flu comments""",1,CoAID
Little Boy With Cystic Fibrosis Beats Coronavirus. april 7 2020 -- i m a cystic fibrosis warrior and i beat covid-19. a brave little boy in tennessee is giving others hope after announcing his success against the new coronavirus. thank you for all the cards and the prayers and the gifts 6-year old joseph says in a video on his mothers facebook page. joseph tested positive for the virus on march 19 after having a fever and a cough according to a previous facebook post from his mother sabrina bostain. he is immune compromised from h.,1,CoAID
“How many of you are aware that the female governor of Michigan is the niece of George Soros?”,0,CoAID
Commentary: Lessons on COVID-19 From Low-Income Countries. what your doctor is reading on medscape.com march 26 2020 -- it 's taken for granted that lower income countries learn regularly from high income countries. having lived and worked as a physician in nepal japan the united states and canada however i know that high income countries have much to learn from their lower income brethren as well. and now the covid-19 pandemic is providing a very tangible and palpable opportunity to observe this in real time. in high income countries we hear t.,1,CoAID
Medical Glove Makers Working With Half Their Staff. march 25 2020 -- malaysia is the world 's leading medical glove maker but its glove factories are operating with half their normal workforce at a time when there 's a critical need for medical gloves due to the coronavirus pandemic. all factories in malaysia were ordered to close as of march 18. those deemed essential must seek exemptions to reopen but to operate with only half their normal number of workers to reduce the risk of coronavirus transmission the associated press reported. the go.,1,CoAID
"""Support Nurses and Midwives through COVID-19 and beyond"". milan has gone completely quiet says valentina tommasi an italian nurse and professor. there is no traffic no people in the city. but inside milans hospitals there are more people than ever thought possible including hundreds of nurses like valentina caring for patients critically ill with covid19. valentina is helping to organize beds in the mornings and in the afternoons she s teaching nurses online. we need nurses to continue their education and graduate because right now we ne.",1,CoAID
Fox News won Pulitzer for coronavirus coverage.. hannity laura and the whole gang over at fox news are in for a maga surprise. it has just been announced that they are winning one of the most coveted awards in journalism the pulitzer. oh the liberal media is going to be kicking dirt about this one. this accolade is specific to their fair and balanced coverage of the crisis. the network has been on the ball through this entire ordeal making sure the public is educated on the dangers of the current crisis. joe barron chairman of the.,0,CoAID
"Mindful meditation may be the answer to relieving chronic back pain, study suggests. The results of one of those studies are out Tuesday in JAMA. The study looks at adults with chronic low back pain, one of the leading cause of disabilities in the United States and one reason why more and more people are addicted to painkillers.

AD

Led by Daniel C. Cherkin of Group Health Research Institute in Seattle, the experiment involved randomly assigning 342 adults with the condition to meditate, talk with a psychologist or continue with their normal techniques for addressing the pain, such as medication. The first group engaged in yoga and mindfulness-based stress reduction (MBSR), which focuses on being aware of and accepting physical discomfort. The second group participated in cognitive behavior therapy (CBT) to change pain-related thoughts and behaviors during eight weekly two-hour group sessions.

AD

The participants in the small study ranged in age from 20 to 70 and had suffered from back pain for an average of 7.3 years.

The results for both techniques were very positive. At 26 weeks, 61 percent of those in the meditation group reported improvement in the activities they could do, compared with 58 percent in the CBT group and 44 percent of those who stuck to their usual routines. The results for pain improvement were similar, with 55 percent in the meditation group reporting improvement compared with 45 percent in the CBT group and 27 percent in the usual-care group. The numbers were similar when rechecked at 52 weeks.

AD

""These findings suggest that MBSR may be an effective treatment option for patients with chronic low back pain,"" the authors wrote.

The study did caution that 30 of the 103, or about one-third, of the participants in the meditation group reported an ""adverse event,"" most often an increase in pain due to yoga.

AD

In an editorial, Madhav Goyal and Jennifer A. Haythornthwaite of the Johns Hopkins University School of Medicine said that the mechanisms for why meditation might work on back pain is still a mystery but that this question is merely ""academic"" for many clinicians and their patients who need immediate relief.

The two wrote that despite this and other unknowns, the study provides ""a compelling argument for ensuring that an evidence-based health care system should provide access to affordable mind-body therapies.""

AD

Read more:

AD",1,FakeHealth-HealthStory
Fauci Has Vocal Polyp Removed. this website is using security service to protect itself from online attacks ..,1,CoAID
Commentary: Pandemic Foreshadows Crisis in Mental Health Services. what your doctor is reading on medscape.com march 25 2020 -- my wife is green through and through. she recycles. she buys no plastics and composts everything organic to the distress of our neighbors. she is the reason we bought a hybrid car. i can say confidently that our carbon footprint is de minimis. however it 's also true that despite my wife 's and my best efforts global warming is getting worse. i feel the same way about the state of mental health care in this country. the field of.,1,CoAID
"Consuming more olive oil may protect against strokes. Pour some more of that EVOO on your plate -- a study finds that eating more olive oil could be linked with lower stroke risk in older people.

Medical records of 7,625 people 65 and older who lived in three French cities were examined by researchers to determine how their olive oil consumption affected their chances of having a stroke. The participants had no history of stroke at the beginning of the study.

Olive oil is a component of the Mediterranean diet, which is rich in healthy fats (like olive oil and nuts), plus whole grains, fruits, vegetables, fish and chicken. Red meat and wine are consumed in moderate amounts, and regular physical activity is part of the regimen as well. Other studies have linked the Mediterranean diet with a lower risk of heart disease, but scientists are still assessing the roles various portions of the diet and lifestyle play.

In this study, participants were surveyed about how much olive oil they consumed: About 23% used none, 40% were moderate users (cooking with it or using it as a dressing or with bread) and about 37% were intensive users (using it in cooking and as a dressing or with bread).

Advertisement

In an average 5.25 years of follow-up, 148 strokes occurred. Those who were intensive users had a 41% lower stroke risk compared to those who never used olive oil. Researchers arrived at that number after adjusting for such factors as body mass index, other stroke risk factors, diet and physical activity. The results were statistically significant for ischemic stroke (caused by blockage of an artery to the brain) but not hemorrahagic stroke (caused by the rupture of a blood vessel).

The authors noted that the findings could be used to make dietary recommendations for older people at risk for stroke. The study was published online Wednesday in the journal Neurology.",1,FakeHealth-HealthStory
Evaluating Case Investigation and Contact Tracing Success. all aspects of case investigation and contact tracing must be voluntary confidential and culturally appropriate. minimum professional standards for any agency handling confidential information should include providing employees with appropriate information and/or training regarding confidential guidelines and legal regulations. all public health staff involved in case investigation and contact tracing activities with access to such information should sign a confidentiality statement acknowled.,1,CoAID
"Sluggish? Confused? Vitamin B12 May Be Low. Tired? Depressed? Forgetting things? Who isn't these days?

Those are also symptoms of a deficiency of B12, a key nutrient needed to make red blood cells and DNA and keep the nervous system working right.

Vitamin B12 deficiency is officially considered rare, affecting about 1 in 1,000 Americans, according to a 2005 study. But the incidence rises with age, to about 15% of elderly people. The rate is also much higher among people who don't eat meat or dairy products, people with absorption problems, people taking acid-blocking medications and those with Type 2 diabetes who take the drug Metformin.

""B12 deficiency is much more common than the textbooks and journal articles say it is,"" says Alan Pocinki, an internist in Washington D.C., who routinely tests his patients who fall into those categories. He also notes that since the Metformin connection was discovered only recently, some physicians aren't aware of it. ""They assume that if patients complain of numbness and tingling in the feet, it's a diabetes issue and not a B12 issue.""

Other symptoms of low B12 include anemia, depression, dementia, confusion, loss of appetite and balance problems. Long-term deficiency can bring severe anemia, nerve damage and neurological changes that may be irreversible.

Just three ounces of clams, breaded and fried, have about 570% of the daily allowance. Getty Images

Sometimes the symptoms are subtle. Internist Linda Assatourians, one of Dr. Pocinki's partners, says that a surprising number of her young female patients also have low levels of B12. Typically they are healthy and active, but they don't eat much meat and they have minor mood, memory or balance problems. ""When I supplement their B12, they feel better,"" Dr. Assatourians says. ""It's not a controlled study, but I see a lot of them.""

""I was sort of tired, but I thought, 'It's winter and I'm doing too much,' "" says Jessica Riester, 27, editor of publications for a German-American think tank. Her B12 level was slightly over 200 picograms per milliliter (the normal range is considered 200 to 800 pg per ml). After several weeks of B12 injections, then 1,000 milligrams daily in pill form, her B12 is now over 600 pg per ml and she says she feels better. ""My color is better and the shadows under my eyes are gone,"" she says.

Indeed, several studies have shown that some symptoms of B12 deficiency, particularly early problems with cognitive function, can be apparent even when patients' blood levels are still in the normal range.

How Much Recommended Dietary Allowances for vitamin B12 by age: 0-6 months: 400 nanograms

6-12 months: 500 ng

1-3 years: 900 ng

4-8 years: 1.2 micrograms

9-13 years: 1.8 mcg

14 years and older: 2.4 mcg

Pregnant women: 2.6 mcg

Nursing mothers: 2.8 mcg Source: National Academy of Sciences, 1998

Still, vitamin B12 isn't a miracle pick-me-up, a performance enhancer, a weight-loss aid or a quick way to sober up after a long night of drinking, as some celebrities and Internet marketers claim. For people who aren't deficient, ""there's no evidence whatsoever that these injections are useful to pep you up,"" says Irwin H. Rosenberg, a professor and former dean of the Friedman School of Nutrition at Tufts University. Taking too much B12 is unlikely to be harmful, he adds; the excess is simply excreted.

B12 is one of the newest of the human vitamins, identified in 1948. It originates in bacteria, yeast and microbes in soil. Plants can't store it, so people get their B12 almost exclusively from meat, liver, poultry, fish and dairy products. Adults need just 2.4 micrograms a day, the amount in three ounces of beef, and can generally store it in fat tissue for several years. Dr. Pocinki speculates that some of his very lean patients are B12 deficient because they don't have much fat to store it in.

Some people have trouble absorbing B12 in the first place. Stomach acid is needed to release it from food particles. People who have used acid-blocking medications, particularly proton-pump inhibitors, for years may not have enough. And many elderly people naturally stop making stomach acid, so B12 deficiencies are increasingly common as people age.

Boosting B12 B12 comes almost exclusively from meat, liver, poultry, fish and dairy products. Some breakfast cereals are also fortified with the vitamin. Selected Food Sources of Vitamin B12 Food Micrograms (mcg) per serving Percent DV* Liver, beef, braised, 1 slice 48 800 Clams, cooked, breaded and fried, 3 ounces 34.2 570 Breakfast cereals, fortified with 100% of the DV for vitamin B12, 1 serving 6 100 Trout, rainbow, wild, cooked, 3 ounces 5.4 90 Salmon, sockeye, cooked, 3 ounces 4.9 80 Trout, rainbow, farmed, cooked, 3 ounces 4.2 50 Beef, top sirloin, broiled, 3 ounces 2.4 40 Cheeseburger, double patty and bun, 1 sandwich 1.9 30 Breakfast cereals, fortified with 25% of the DV for vitamin B12, 1 serving 1.5 25 Yogurt, plain, 1 cup 1.4 25 Haddock, cooked, 3 ounces 1.2 20 Tuna, white, 3 ounces 1 15 Milk, 1 cup 0.9 15 Cheese, Swiss, 1 ounce 0.9 15 Beef taco, 1 taco 0.8 13 Ham, cured, roasted, 3 ounces 0.6 10 Egg, large, 1 whole 0.6 10 Chicken, roasted, ½ breast 0.3 6

That's why the Institute of Medicine recommends that people over age 51 get most of their daily requirement from B12 supplements or cereals fortified with the vitamin that break down more easily in the digestive tract.

Further down the digestive tract, B12 must combine with a protein called intrinsic factor to be absorbed into the body. Without intrinsic factor, people absorb much less B12, resulting in a condition called pernicious anemia, in which red blood cells don't develop properly. Left untreated, pernicious anemia can bring on neurological changes, delusions and hallucinations. The discovery that eating large amounts of liver could cure pernicious anemia led to the Nobel Prize for medicine in 1934.

Other conditions can also interfere with B12 absorption, including celiac disease and Crohn's disease. ""I thought I was going to die in my sleep because I had so little energy,"" says Ellen Icochea, a senior executive at the Federal Bureau of Investigation who had a very low B12 level along with several major medical problems. Weekly B12 injections made a dramatic difference. ""It was like, 'Wow, here's energy!' "" she says.

David H. Johnson, a 54-year old wildlife biologist, takes B12 shots every three days to cope with the challenges of chronic fatigue syndrome. ""Imagine you are on a small roller coaster,"" he says. ""You feel up one day and the next and then you start slumping until you're really flat again.""

B12 comes in pill form and a new nasal spray, but injections are the fastest way to correct a severe deficiency, since it does not need to be absorbed in the digestive tract. Many patients learn to inject themselves or have a spouse do it to cut down on doctor visits. ""I have world travelers who take their B12 and needles with them. It's like traveling with insulin,"" says Dr. Pocinki.

He says he has seen low-grade depression lift when patients were given B12 supplements.

Researchers are still investigating possible links between long-term B12 deficiency and other health problems. It's known, for example, that B12 and the other B vitamins help reduce homocysteine, an amino acid in the bloodstream that may be associated with heart disease. But several large prospective studies have not shown that taking B12 supplements reduces the risk.

It's also not clear whether low B12 raises the risk of dementia and Alzheimer's disease, although cognitive impairment brought on by low B12 is sometimes mistaken for Alzheimer's.

""It's really easy to miss, and really easy to fix,"" says Dr. Pocinki.

An additional concern: A high level of folic acid can mask symptoms of B12 deficiency, and many people are getting more folic acid than they realize. Since 1996, all enriched flour must contain folic acid to reduce the risk of neural-tube defects, a severe malformation that occurs in developing fetuses. Some studies suggest that having high folic acid can make cognitive damage from low B12 even worse.

""To this day, we are concerned about the trade-off,"" says Dr. Rosenberg, who was on the advisory panel that recommended enriching flour.

Write to Melinda Beck at HealthJournal@wsj.com",1,FakeHealth-HealthStory
New coronavirus may be most infectious during 1st week. the cdc recommend that all people wear cloth face masks in public places where it is difficult to maintain a 6-foot distance from others. this will help slow the spread of the virus from asymptomatic people or people who do not know they have contracted the virus. cloth face masks should be worn while continuing to practice social distancing. instructions for making masks at home can be found here. note it is critical that surgical masks and n95 respirators are reserved for healthcare workers.,1,CoAID
Japanese Nobel laureate Dr. Tasuku Honjo said the new coronavirus was engineered in a Chinese laboratory.,0,CoAID
Pneumonia vaccine: How often and when to seek help. pneumonia vaccines help prevent invasive pneumococcal diseases. how often a person should get the shot depends on their age and overall health. pneumonia is an infection that causes inflammation in the lungs air sacs. the inflammation can cause the sacs to fill with pus or fluid. typical symptoms include cough fever chills and difficulty breathing. there are two types of pneumonia bacterial and viral. according to the american lung association bacterial pneumonia is more common and results.,1,CoAID
WHO Director-General pays tribute to Spain’s sacrifices and leadership to confront COVID-19. world health organization director general dr tedros adhanom ghebreyesus today joined leadership of spain paying homage to those who have lost their lives in country due to covid-19 saluting heroic efforts of heath workers and praising governments resolute and robust response to reverse viruss transmission. it is with great respect that i join king of spain prime minister and entire government of country to pay tribute to people who have fallen vi.,1,CoAID
Are there precautions to take while eating in a restaurant?,1,CoAID-Claim
Oncologists Need to Advocate for Scarce COVID-19 Resources: ASCO. what your doctor is reading on medscape.com april 15 2020 -- as the covid-19 pandemic forces rationing of ventilators intensive care beds and other resources oncologists need to advocate for their patients and to support informed decision making as to resource allocation both at the institutional and regional level according to new recommendations from the american society for clinical oncology asco. there was a lot of concern from the oncology community that if a patient had cancer.,1,CoAID
FedEx Worker Sanitizes Box for Girl at Higher Risk. april 15 2020 -- a fedex deliveryman went out of his way to wipe down one familys package after he saw a note on their door saying someone inside had an autoimmune disorder. carrie blasi says she put the note up to protect her 11-year old daughter who has type 1 diabetes. she shared photos of the sanitized box on twitter where they ve been liked thousands of times. eventually the kind deliveryman saw blasis tweet and the two were able to connect via a video chat so she could thank him.,1,CoAID
Why Medical Experts Support Joe Biden’s 7-Point Plan to Beat COVID-19. with nov. 3 general election looming in just couple of weeks president donald trump and former vice president joe biden are making their final pitches to american voters. while range of issues have been front and center in our election discourse almost everything comes back to how each prospective administration would handle most pressing issue of this era covid-19 outbreak. over course of 2020 virus has disrupted everything. its filtered through all aspects of dai.,1,CoAID
Studies show the coronavirus was engineered to be a bioweapon.,0,CoAID
Solving a Medical Mystery and Changing CDC Screenings for COVID-19,1,CoAID
Multi-Level Distancing Is Best Against COVID-19: Study. we have a patchwork of responses as opposed to a national response says carlos del rio md a professor of infectious diseases at emory university. we really need a coordinated national response. cities and states across the u.s. are using each of those approaches but they vary. by wednesday morning 17 states will be under stay at home orders which address all three the orders call for all nonessential businesses to shut down all schools to close and all residents to stay at home a.,1,CoAID
COVID-19 Poses a Higher Risk for People with Asthma: What You Can Do. experts say people with asthma do nt face a higher risk of contracting covid-19 but they do face a higher risk of serious illness if they contract with the virus. experts recommend people with asthma consult with their doctor about their medications. people with asthma are also advised to reduce stress and take extra precautions around their home. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coron.,1,CoAID
Re-Engineering Antibodies for COVID-19,1,CoAID
Says certain states are banning the sale of alcohol.,0,CoAID
COVID-19 medical staff experience insomnia and higher stress. a new study has recently revealed the extent of insomnia and associated symptoms of anxiety depression and traumatic response among medical practitioners in china during the height of the covid-19 outbreak. nurses are particularly susceptible to insomnia and anxiety during the pandemic new research shows. stay informed with live updates on the current covid-19 outbreak and visit our coronavirus hub for more advice on prevention and treatment. a new study by researchers in china has demonstrat.,1,CoAID
Toolkit for Youth Sports. guidance and tools to help youth sports administrators make decisions protect their teams and players and communicate with their communities ..,1,CoAID
I am missing out on my education because of the COVID-19 pandemic. What should I do?,1,CoAID-Claim
"Study questions benefit of mammograms in women over 50. (CNN) -- A new study released Thursday suggests mammograms might not be as effective in reducing deaths from breast cancer in women over 50 as previously thought.

The study, published in the New England Journal of Medicine, analyzed data from more than 40,000 women with breast cancer.

It concluded the availability of mammography screening corresponded with a reduction in the rate of death from breast cancer, ""but the screening itself accounted for only about a third of the total reduction.""

The study involved women in Norway between ages 50 and 69.

Researchers from Norway and Harvard University compared the death rates from breast cancer in four groups: one group of women from 1996 through 2005 who were living in Norwegian counties with screening; another group in the same time period who were living in counties without screening; and two similar groups from 1986 through 1995.

""Among women in the nonscreening group, there was an 18 percent reduction in the rate of death from breast cancer, as compared with the preceding 10-year period, presumably as a result of increased breast-cancer awareness, improved therapy, and the use of more sensitive diagnostic tools,"" the findings state. ""Among women in the screening group, there was a 28 percent reduction in mortality from breast cancer during the same period. Thus, the relative reduction in mortality that was causally related to the screening program alone was 10 percent.""

The publication notes that in 2002, the World Health Organization concluded that mammography screening for women between ages 50 and 69 reduced the death rate from breast cancer by 25 percent.

Researchers said challenges in measuring the effectiveness of mammography screenings include increases in breast-cancer awareness and advances in treatment.",1,FakeHealth-HealthStory
Travelers Prohibited from Entry to the United States. as further provided in each proclamation citizens and lawful permanent residents of united states certain family members and other individuals who meet specified exceptionsexternal icon who have been in one of countries listed above in past 14 days will be allowed to enter united states. more information about what to do after arriving to united states is available on cdcs after you travel webpage.,1,CoAID
FDA Authorizes Convalescent Plasma for COVID-19. this website is using security service to protect itself from online attacks ..,1,CoAID
"Hepatitis-Infected Kidneys a Safe Option for Transplant: Study. En Español

By Steven Reinberg

HealthDay Reporter

TUESDAY, Aug. 7, 2018 (HealthDay News) -- Dialysis patients waiting for kidney transplants might safely accept an organ from a donor infected with hepatitis C virus (HCV), a new study finds.

Using hepatitis C-infected kidneys would expand the organ pool and save lives, said lead researcher Dr. Peter Reese. He's an associate professor of medicine at the University of Pennsylvania School of Medicine in Philadelphia.

""There is a tremendous lack of kidneys for transplant,"" he explained. ""Because of the opioid crisis, there are many people who die from a drug overdose and have HCV and want to donate their organs.""

But these infected kidneys are discarded, even though they are otherwise healthy. And many are from younger people, Reese said.

Of roughly a half-million patients in the United States who were on dialysis for late-stage kidney disease in 2016, only 19,000 received kidney transplants. This is partly due to organ shortages, researchers have reported. And the average wait time for a non-infected kidney is more than two years, compared to eight months for an HCV-infected kidney.

New, less toxic treatments for hepatitis C opened the door for transplanting infected kidneys and then successfully treating the infection, Reese said.

In a study of 20 uninfected patients, researchers found that transplanting infected kidneys and then treating recipients for HCV resulted in a 100 percent cure rate. Half were evaluated six months after their transplant and the others a year after.

""And we found that these kidney transplants were working as well as kidney transplants from uninfected patients,"" Reese said.

The potential cost savings could be significant, he added. Dialysis can cost more than $88,000 a year, according to the U.S. National Institute of Diabetes and Digestive and Kidney Diseases.

Though some patients might not want to take the risk associated with an infected kidney, others might consider it a good option, given the high death rates for dialysis patients awaiting transplants, the researchers suggested.

The report was published online Aug. 6 in the Annals of Internal Medicine.

Dr. Adnan Sharif, a consultant transplant nephrologist at Queen Elizabeth Hospital and University of Birmingham in the United Kingdom, wrote an accompanying editorial.

Sharif said the excellent short-term outcomes and 100 percent cure rate of HCV in organ recipients should prompt transplant centers to rethink use of HCV-infected kidneys.

""We must be bold in our approach to utilizing HCV kidneys,"" he said.

Sharif acknowledged, however, that using HCV-infected kidneys would represent ""a significant shift in our attitude to risk, procurement of organs and counseling potential recipients appropriately about the risks -- albeit minimal.""

But the cost effectiveness of using these kidneys versus remaining on dialysis would be significant, he noted.

Another study, published in the same journal in July, reported similar success in transplants of HCV-infected kidneys into HCV-infected patients. About 15 percent of dialysis patients have HCV, the researchers said.

Sharif said other organs from HCV-infected donors, such as hearts and lungs, might also be safely transplanted, expanding those organs' supply, as well.

""Using such donors could lead to many life-saving or enhancing transplants,"" he said.

More information

To learn more about kidney transplants, visit the National Kidney Foundation.",1,FakeHealth-HealthStory
UV-C lamps can kill 99.99% of all bacteria viruses and mold on any surface in ten seconds yet is 100% safe for humans and pets.,0,CoAID
"Souvenaid sounds like a cool drink to be sipped while reading Proust in the garden. But new research suggests that the cocktail of nutrients soon to be marketed under that name may boost the production of brain cells lost in Alzheimer's and slow the loss of verbal memory in the disease's early stages.

A study published Thursday in the journal Alzheimer's and Dementia found that among 225 subjects diagnosed with early Alzheimer's disease, those who drank the nutrient cocktail twice a day for 12 weeks improved their performance on tests of verbal memory compared with newly diagnosed subjects who got a placebo drink. The study is the first to suggest that a ""medical food"" might be effective in stemming -- and perhaps reversing -- the cognitive tolls of Alzheimer's.

Souvenaid is expected to hit the American market in a test program as early as this spring, marketed by the French giant Danone, maker of Dannon yogurt, and its Nutricia subsidiary.

The nutrient cocktail emerged from research conducted by Dr. Richard Wurtman, a neuropharmacologist and physician at the Massachusetts Institute of Technology. It contains a mix of nutrients all found in breast milk, and which are either produced naturally by the body or ingested in foods. Earlier research had found that the mix of nutrients -- uridine, choline and Omega-3 polyunsaturated fatty acids -- ""synergistically"" boosts the volume of proteins in the brain that give rise to synapses -- the branching structures that pass electrical impulses from cell to cell in the brain.

The loss of synapses -- particularly in the hippocampal region, which is key to memory formation -- is one of several hallmarks of Alzheimer's disease. Wurtman said in an interview that if a mix of nutrients that so far have shown no side effects could stem or reverse that synamptic loss, it could become a valuable weapon in future physicians' arsenal against Alzheimer's.

Nigel Hughes, head of Nutricia's North American unit, said in an interview that three other clinical trials are underway to test the effectiveness and safety of Souvenaid, and that a full market roll-out could begin in the U.S. by next year. Though the proposed Alzheimer's cocktail, as a dietary supplement, does not need approval by the Food and Drug Administration before it can be marketed, Hughes said the company ""is adopting the principles you would adopt for going to market with a pharmaceutical product,"" including clinical evidence that it works. As a ""medical food,"" Hughes said the company anticipates that Souvenaid would be ""taken under medical supervision.""

Will Souvenaid become a voguish cocktail for aging smarties keen to hold off the cognitive decline that comes with age? Already, the Alzheimer's drug donepezil (marketed as Aricept) has been tested as a cognitive enhancement drug, and some consider taking it to be worth the risk. (The FDA, however, has pointedly declined to approve Aricept's marketing even for mild cognitive impairment, a loss of memory that is more serious than normal decline, but which leads frequently to Alzheimer's.)

One of the three large trials underway will test Souvenaid on European subjects with mild cognitive impairment. If that trial shows success, you can bet that the cocktail may be the next big thing among the middle-aged smart set.

--Melissa Healy",1,FakeHealth-HealthStory
Identify Strategies to Reduce Spread of COVID-19. for this section self paced online training e.g. curated reading list videos or elearning course is suggested. inclusion of post test is strongly recommended. content describing non cdc tools on this site is provided for informational purposes only and is not intended to indicate endorsement actual or implied of tools. additionally information on this site is provided as is for users to evaluate and make their own determination as to their effectiveness. general course ma.,1,CoAID
Antiviral drug baloxavir reduces transmission of flu virus among ferrets,1,CoAID
Mental Health an Emerging Crisis of COVID Pandemic. this website is using a security service to protect itself from online attacks ..,1,CoAID
Posts on social media claim that no Democrats voted for the Òthe stimulus package to help American familiesÓ during the novel coronavirus crisis.,0,CoAID
